Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,161,0,0,0
1,1.5625,8,154,0,0,0
1,3.125,9,160,0,0,0
1,4.6875,10,155,0,0,0
1,6.25,11,159,0,0,0
1,7.8125,12,157,0,0,0
1,9.375,13,159,0,0,0
1,10.9375,14,158,0,0,0
1,12.5,15,157,0,0,0
1,14.0625,0,157,0,0,0
1,15.625,1,157,0,0,0
1,17.1875,2,160,0,0,0
1,18.75,3,159,0,0,0
1,20.3125,4,157,0,0,0
1,21.875,5,161,0,0,0
1,23.4375,6,158,0,0,0
1,25.0,7,158,0,0,0
1,26.5625,8,157,0,0,0
1,28.125,9,157,0,0,0
1,29.6875,10,160,0,0,0
1,31.25,11,160,0,0,0
1,32.8125,12,157,0,0,0
1,34.375,13,158,0,0,0
1,35.9375,14,157,0,0,0
1,37.5,15,153,0,0,0
1,39.0625,0,156,0,0,0
1,40.625,1,157,0,0,0
1,42.1875,2,157,0,0,0
1,43.75,3,159,0,0,0
1,45.3125,4,158,0,0,0
1,46.875,5,157,0,0,0
1,48.4375,6,159,0,0,0
1,50.0,7,160,0,0,0
1,51.5625,8,157,0,0,0
1,53.125,9,156,0,0,0
1,54.6875,10,157,0,0,0
1,56.25,11,158,0,0,0
1,57.8125,12,157,0,0,0
1,59.375,13,156,0,0,0
1,60.9375,14,157,0,0,0
1,62.5,15,156,0,0,0
1,64.0625,0,157,0,0,0
1,65.625,1,159,0,0,0
1,67.1875,2,157,0,0,0
1,68.75,3,154,0,0,0
1,70.3125,4,156,0,0,0
1,71.875,5,157,0,0,0
1,73.4375,6,158,0,0,0
1,75.0,7,179,0,0,0
1,76.5625,8,233,0,0,0
1,78.125,9,326,0,0,0
1,79.6875,10,454,0,0,0
1,81.25,11,589,0,0,0
1,82.8125,12,725,0,0,0
1,84.375,13,864,0,0,0
1,85.9375,14,983,0,0,0
1,87.5,15,1023,0,0,0
1,89.0625,0,1023,0,0,0
1,90.625,1,1023,0,0,0
1,92.1875,2,1023,0,0,0
1,93.75,3,1023,0,0,0
1,95.3125,4,1023,0,0,0
1,96.875,5,1023,0,0,0
1,98.4375,6,159,0,0,0
1,100.0,7,1023,692,1440,245
1,101.5625,8,1023,1023,4088,177
1,103.125,9,1023,1023,4088,112
1,104.6875,10,1023,1023,4088,44
1,106.25,11,1023,1023,4088,1013
1,107.8125,12,1023,1023,4088,946
1,109.375,13,1023,1023,4088,879
1,110.9375,14,1023,1023,4088,811
1,112.5,15,1023,1023,4088,759
1,114.0625,0,1023,1023,4088,691
1,115.625,1,1023,1023,4088,623
1,117.1875,2,1023,1023,4088,556
1,118.75,3,1023,1023,4088,503
1,120.3125,4,1023,1023,4088,436
1,121.875,5,1023,1023,4088,365
1,123.4375,6,1023,0,0,0
1,125.0,7,1023,0,0,0
1,126.5625,8,1023,0,0,0
1,128.125,9,1023,0,0,0
1,129.6875,10,1023,0,0,0
1,131.25,11,1023,0,0,0
1,132.8125,12,1023,0,0,0
1,134.375,13,1023,0,0,0
1,135.9375,14,1023,0,0,0
1,137.5,15,1023,0,0,0
1,139.0625,0,1023,0,0,0
1,140.625,1,1023,0,0,0
